nct_id,brief_title,sponsor,start_date,primary_outcomes,start_year,period,outcome_categories,num_categories
NCT03635307,Ability of Changes in End Tidal Carbon Dioxide to Assess the Stroke Volume Effects of a Volume Expansion of 250ml of Crystalloid in the Operating Room,"University Hospital, Bordeaux",2018-08-16,End Tidal Carbon Dioxide measure | End Tidal Carbon Dioxide measure,2018,2015-2019,,0
NCT05493228,"Dexmedetomidine Infusion on Intraoperative Propofol,Fentanyl Requirements in Spine Surgery for Pediatric Cancer Patients",Children's Cancer Hospital Egypt 57357,2022-05-17,Rate of propofol infusion per hour | Change in MEP amplitude and latency | Depth of anesthesia by bispectral index | change in SSEP amplitude and latency,2022,2020-2025,Sedation / anesthesia depth,1
NCT04388267,Fluid REsponsiveness and Arterial ELASTANCE in Patients With Septic Shock or After Aortic Surgery,"Central Hospital, Nancy, France",2019-02-26,Evolution of arterial elastance | Evolution of Stroke Volume (SV),2019,2015-2019,Cardiac outcomes,1
NCT02874768,Comparison Between Dexmedetomidine and Propofol for Patients in the Intensive Care Unit After Abdominal Surgery,National Taiwan University Hospital,2016-08,Total perfused small vessel density,2016,2015-2019,,0
NCT05961358,Auxiliary Anesthesia Technique for Extracting Advanced Hemodynamic Parameters Based on Peripheral Arterial Waveform Photography,"Second Affiliated Hospital, School of Medicine, Zhejiang University",2023-08-01,Comparison of mobile device analysis results with Vigileo analysis results | Comparison of arterial waveform collected directly analysis results and Vigileo analysis results | Comparison of arterial waveform collected directly analysis results and mobile device analysis results,2023,2020-2025,,0
NCT06558149,The Effect of Nociception Level (NOL) Monitoring on Intraoperative Opioid Consumption in Hip Surgeries,Kocaeli University,2024-12-15,Remifentanil consumption | NRS Scores | Morphine consumption,2024,2020-2025,Pain,1
NCT06202664,Opioid Free Anesthesia for Laparoscopic Cholecystectomy,Muhammad Haroon Anwar,2024-01-15,Heart Rate | Blood Pressure | Post operative pain control,2024,2020-2025,Hypotension exposure; Cardiac outcomes; Pain,3
NCT07451470,Comparison of Gastric Insufflation Volume Between LarySeal Pro and Ambu AuraGain Using Ultrasonography In Pediatric Patients Undergoing General Anesthesia With Controlled Ventilation.,Cairo University,2025-10-01,gastric antrum cross-sectional area (CSA) in cm²,2025,2020-2025,,0
NCT03633812,Effect of Preoperative Beta Blocker Use Postoperative Renal Function in the Patients Undergoing Liver Transplantation,Asan Medical Center,2016-10-28,Acute kidney injury,2016,2015-2019,Acute kidney injury,1
NCT05275218,Effect of an Intervention to Prevent Acute Kidney Injury Versus Standard Care in High-risk Patients After Major Surgery,University Hospital Muenster,2023-03-22,Occurrence of persistent severe AKI,2023,2020-2025,Acute kidney injury,1
NCT06740903,Evaluating Perioperative Outcomes: Dexmedetomidine vs Lignocaine in Laparoscopic Chlolecystectomy,Sahiwal medical college sahiwal,2024-08-06,HR | MAP | Post-op Pain,2024,2020-2025,Pain,1
NCT05076903,Effect of OFA in Laparoscopic Gastrectomy,Gangnam Severance Hospital,2021-09-14,Opioid consumption in postoperative 24hrs,2021,2020-2025,Pain,1
NCT06460519,"The Prevalence of the Aortic to Radial Pressure Gradient in States of Shock, Outside the Context of Cardiac Surgery, a Prospective Study",Hospices Civils de Lyon,2024-10-03,Prevalence (percentage) of ATRAP is determined by the ratio of patients with ATRAP to total. ATRAP is defined by a 25mmHg systolic or 10mmHg mean pressure difference between radial and femoral arterial pressures during more than 5 minutes.,2024,2020-2025,,0
NCT03186846,Volume Optimisation and Cognitive Function in Major Abdominal Surgery,University Medical Centre Ljubljana,2017-10-01,Cognitive decline assessment change,2017,2015-2019,Delirium / cognitive,1
NCT03184272,Non-invasive Assessment of Cardiac Output and Fluid Responsiveness in Bariatric Surgery,University Hospital Schleswig-Holstein,2015-06-01,"Non-invasive cardiac output, i.e. stroke volume measurement using Nexfin technology",2015,2015-2019,Cardiac outcomes,1
NCT06849661,Do Preoperative Bilirubin Levels Affect Recovery and Hospital Stay After Sedation Anesthesia?,Naime Yalçın,2025-01-15,Preoperative bilirubin levels and length of hospital stay,2025,2020-2025,Length of stay,1
NCT03307551,Evaluation of Automated Propofol Delivery in Patients Undergoing Thoracic Surgery,Dr Nitin Sethi,2017-10-31,Anaesthesia depth consistency using BIS scores,2017,2015-2019,Sedation / anesthesia depth,1
NCT03743870,Spinal Anesthesia in Caesarean Section,"Azienda Ospedaliera, Universitaria Policlinico Vittorio Emanuele",2018-06-01,Changes in blood pressure measured continuously by the EV1000® platform and the Clearsight® non-invasive system (Edwards Lifesciences) in the two study cohorts,2018,2015-2019,Hypotension exposure,1
NCT05189431,Peripheral Perfusion Index During Induction of Anaesthesia,Jakob Højlund,2018-07-01,Changes in systemic hemodynamics at 2 minutes,2018,2015-2019,,0
NCT04766554,Cerebral Oxygen Saturation Monitoring In Cardiac Surgery (COSMICS),Instituto Nacional de Cardiologia de Laranjeiras,2021-05-19,Preoperative cognitive function | Postoperative cognitive dysfunction - delayed cognitive recovery | Postoperative cognitive dysfunction - neurocognitive disorder | Preoperative cognitive function II | Postoperative cognitive dysfunction - delayed cognitive recovery II | Postoperative cognitive dysfunction - neurocognitive disorder II | Preoperative cognitive function III | Postoperative cognitive dysfunction - delayed cognitive recovery III | Postoperative cognitive dysfunction - neurocognitive disorder III,2021,2020-2025,Delirium / cognitive,1
NCT04574440,Functional Near Infrared Spectroscopy in Adult Surgery,London Health Sciences Centre Research Institute OR Lawson Research Institute of St. Joseph's,2019-12-20,feasibility of using multichannel fNIRS to detect and monitor cerebral oxygenation of multiple brain regions during cardiac surgery measured by detecting cortical hemodynamic and metabolic changes in different brain regions. | Describe the regional cerebral oxygenation changes during cardiac surgery measured by using using multichannel fNIRS,2019,2015-2019,,0
NCT07261917,"Preoperative Psychotherapy and Its Effects on Anxiety, Hemodynamics, and Pain in Living Kidney Donors",Akdeniz University,2023-11-01,Postoperative Pain Score,2023,2020-2025,Pain,1
NCT06926010,Hemodynamic Monitoring Carotid Surgery,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,2025-04-10,stump pressure,2025,2020-2025,,0
NCT04803903,HPI Index With GDHT in Predicting Hypotension In General Anesthesia Patients,Attikon Hospital,2018-11-05,TWA hypotension (measured with Flotrac sensor),2018,2015-2019,Hypotension exposure,1
NCT03021525,Individualized Perioperative Hemodynamic Goal-directed Therapy in Major Abdominal Surgery (iPEGASUS-trial),Universitätsklinikum Hamburg-Eppendorf,2017-08-29,Composite of morbidity and mortality on day 28,2017,2015-2019,Mortality; Postoperative complications,2
NCT07349784,Automated Intraoperative Lung Recruitment Maneuvers in Major Laparoscopic Surgery,Bakirkoy Dr. Sadi Konuk Research and Training Hospital,2025-12-13,Atelectasis detected by lung ultrasonography,2025,2020-2025,,0
NCT07214116,"Virtual Reality, Music, and Education to Reduce Anxiety in Patients Undergoing Ingrown Toenail Surgery",University of Seville,2025-10,Generalized Anxiety Disorder Scale (GAD-7) | The Amsterdam Preoperative Anxiety and Information Scale (APAIS) | Preoperative Visual Analogue Scale for Anxiety (VAS-A pre) | Intraoperative Visual Analogue Scale for Anxiety (VAS-A intra) | Postoperative Visual Analogue Scale for Anxiety (VAS-A post) | State-Trait Anxiety Inventory - State-Anxiety Subscale (STAI-S) | Visual Analogue Scale for Maximum Pain (VAS-P Max) | Visual Analogue Scale for Average Pain (VAS-P average),2025,2020-2025,Pain,1
NCT07445451,Magnesium vs. Dexmedetomidine in TURBT Under Spinal Anesthesia,Dr. Lutfi Kirdar Kartal Training and Research Hospital,2024-12-15,Time to First Analgesic Request | Total Postoperative Analgesic Consumption | Postoperative Pain Scores,2024,2020-2025,Pain,1
NCT05897151,Continuous Spinal Anesthesia Versus General Anesthesia in Sepsis,Mahmoud Rashad Ahmed,2023-06-10,Mortality rate,2023,2020-2025,Mortality,1
NCT06687538,Effect of Education to be Provided to Patients to Undergo TURP With Mobile Application on Patient Outcomes,Tarsus University,2025-06-03,Pain score | Anxiety | Hemodynamic Variables | Surgical Fear | Education Satisfaction | Urinalysis results,2025,2020-2025,Pain,1
NCT07528755,Audiovisual vs Verbal Information in Third Molar Surgery,Gazi University,2024-03-01,State Anxiety Level (STAI-S) | Dental Anxiety Level (MDAS),2024,2020-2025,,0
NCT07304947,Cardiac Index-Guided Intraoperative Hemodynamic Management in Pediatric Moyamoya Surgery,Seoul National University Hospital,2025-12-02,Incidence of transient ischemic episodes during hospitalization,2025,2020-2025,,0
NCT07449611,Comparative Impacts of Two Anesthesia Methods on Peripheral Tissue Oxygenation in the Upper Limb,Sakarya University,2023-12-15,Brachial Artery Flow Volume,2023,2020-2025,,0
NCT06507293,Paravertebral Block and Erector Spinae Plane Block on Intraoperative Opioid Consumption Using NoL Index,Kocaeli University,2024-08-01,Remifentanil consumption | NRS Scores | Morphine consumption,2024,2020-2025,Pain,1
NCT07346599,A Block Method for Pain After Back Surgery,Kutahya City Hospital,2021-09-27,VAS values of patients in the first 24 hours postoperatively,2021,2020-2025,,0
NCT07109232,Surgical Position and Hemodynamics in PCNL,Ataturk University,2022-05-15,"Evaluate the effects of supine, lithotomy, and prone position on cardiac cycle efficiency (CCE) during the anesthetic period.",2022,2020-2025,Sedation / anesthesia depth,1
NCT04996420,Goal Directed Fluid Therapy Versus Liberal Fluid Regimen in Primary Elective Hip Artrhoplasty,Istituto Ortopedico Rizzoli,2019-05-22,"total perioperative hypotension time defined by a mean arterial pressure < 65mmHg, from arrival in the anesthesia induction room to resolution of spinal block in Recovery Room (i.e. up to 8 hours)",2019,2015-2019,Hypotension exposure,1
NCT03114579,Evaluation of the Measurement of Cardiac Output by the NEXFIN HD Monitor in Peroperative,"Centre Hospitalier Universitaire, Amiens",2015-02-11,Overall survival defines as the time between the date of surgery and death or date of last news,2015,2015-2019,Mortality,1
NCT06230497,Correlation Analysis Between Mostcare Parameters and Spontaneous Breathing Trial in Patients After Cardiac Surgery,Peking Union Medical College Hospital,2024-05-01,The Cardiac Cycle Efficiency (CCE)(unit),2024,2020-2025,,0
NCT05732896,Comparison of Opioid Consumption During TCI Guided by NOL Index or Standard Care Undergoing Intracranial Tumor Surgery,Turkish Society of Anesthesiology and Reanimation,2020-09-02,comparison of administered remifentanil doses (mcg/kg/min),2020,2020-2025,,0
NCT04174001,Perioperative Cerebrovascular Autoregulation Monitoring in Neurosurgical Patients,Boston Children's Hospital,2020-02-11,Changes in Cerebral Hemodynamics from baseline,2020,2020-2025,,0
NCT06150079,Individualized PEEP Titration on Postoperative Pulmonary Complications,Shanghai Zhongshan Hospital,2023-11-30,postoperative pulmonary complications,2023,2020-2025,Postoperative complications,1
NCT02742012,Validation of a Multimodal Indicator of Depth of Anesthesia,Technical University of Munich,2015-06,ability of the multimodal indicator of anesthetic depth to discriminate between consciousness and unconsciousness,2015,2015-2019,Sedation / anesthesia depth,1
NCT03878615,Inflammation and Organ Impact During Hepatic Surgery,Sahlgrenska University Hospital,2018-11-10,Ischemic Intestinal Damage | Kidney injury | Intestinal Bacterial Transloction | Kidney injury | Kidney injury,2018,2015-2019,,0
NCT04092855,Right Ventricular Pressure Waveform Monitoring in Cardiac Surgery,Montreal Heart Institute,2018-12-10,"Proportion of abnormal diastolic RV waveforms before CPB, after CPB and in the ICU",2018,2015-2019,,0
NCT07202689,The Predictive Value of Multimodal Brain Monitoring for Perioperative Stroke in Cardiac Surgery Patients,Beijing Tiantan Hospital,2025-10-01,The incidence of perioperative stroke,2025,2020-2025,,0
NCT06859255,"In-vitro Benchmarking of Currently Available Heart Valve Prostheses for Surgical and Percutaneous Treatment of Aortic Stenosis With Small Annulus, Followed by In-vivo Validation",IRCCS Policlinico S. Donato,2025-02-07,Bench tests performance | MRI in vitro | Echo in vivo | Echo in vivo | RMN in vivo,2025,2020-2025,,0
NCT06539000,Preoperative Risk Score for Postoperative Right Ventricular Dysfunction in Adult Cardiac Surgery,Fondazione Policlinico Universitario Campus Bio-Medico,2024-10-01,Creation of a preoperative risk score for predicting the development of right ventricular dysfunction after adult cardiac surgery.,2024,2020-2025,,0
NCT04600271,Acute Renal Injury After Major Elective Non-Cardiac Surgery,Istanbul University,2019-06-01,Acute renal injury,2019,2015-2019,Acute kidney injury,1
NCT07057362,Effect of Vitamin D Deficiency on the Frequency and Severity of Spinal Anesthesia-Induced Hypotension in Pregnant Women Undergoing Cesarean Section,Duzce University,2025-03-01,Incidence of Hypotension After Spinal Anesthesia,2025,2020-2025,Hypotension exposure,1
NCT06493123,Cardiopulmonary Rehabilitation In Heart Valve Surgery,Istanbul Saglik Bilimleri University,2024-04-29,European System for Cardiac Operative Risk Evaluation (EuroSCORE): | New York Heart Association (NHYA) Functional Class Assessment: | Respiratory function test: | Baseline transthoracic echocardiography: | NT-ProBNP measurement: | Functional capacity assessment: | The Borg Category-Ratio scale (Borg CR-10) and The Modified Borg Dyspnea Scale (MBS): | Functional Independence Measurement (FIM): | Visual Analog Scale - Pain Assessment:,2024,2020-2025,Pain,1
NCT05658120,Reperfusion Syndrome and Vasoplegic Syndrome in Liver Transplant Surgery,Hospital Universitari Vall d'Hebron Research Institute,2022-12-13,incidence of PRS and VS,2022,2020-2025,,0
NCT06473194,"This Study Assess Some Physiological Parameters, Blood Picture, and Hemodynamic Parameters, Blood Pressure, Respiratory Assess by SPO2, During Different Periods in Laparoscopic Surgery",Mohammed Abdulhameed,2024-10-01,"blood pressure. | AST and ALT liver enzymes were measured, by blood samples taken intravenously in the perioperative period | blood sugar, should measured and assessed with different groups | end-tidal Co2, measured and compared statistically with other parameter | pulse rate measured continuously during intra-operative and compared with other hemodynamic parameter",2024,2020-2025,Hypotension exposure,1
NCT02923869,Comparative Study Between Levobupivacaine and Bupivacaine for Nerve Block During Pediatric Primary Cleft Palate Surgery,Assiut University,2016-01,recovery after surgery,2016,2015-2019,,0
NCT06952387,PeRsonalized Blood prEssure Management on Postoperative Complications and Mortality in hIgh-risk Patients Undergoing Major Non-cardiac Surgery,"Nanfang Hospital, Southern Medical University",2025-06-03,A composite of postoperative complications and mortality within 30 days after surgery,2025,2020-2025,Mortality; Postoperative complications,2
NCT07264764,Optic Nerve Sheath Diameter and Postoperative Cognitive Disfunction at Laparoscopic Surgery,Duzce University,2020-07-01,Optic nerve sheath diameter (ONSD),2020,2020-2025,,0
NCT03974906,Goal-directed Fluid Therapy in Elderly Patients Undergoing Lumbar Surgery,Peking Union Medical College Hospital,2017-03-01,Lactic acid concentrations throughout the perioperative,2017,2015-2019,,0
NCT04786275,Evaluation of the Nociception Guided by NoL Index and PK of Fentanyl in Pediatric Patients Under General Anesthesia,Pontificia Universidad Catolica de Chile,2020-12-01,NoL index. | Change of the plasmatic levels of fentanyl | Peak Plasma Concentration (Cmax),2020,2020-2025,,0
